Item Name,Price,painting,pet,green,stone,image,wood,blue,comes,process,ship,photos,days,send,ring,around,bag,inside,additional,two,cut,via,shipped,original,custom,beautiful,first,thank,set,work,water,box,hand,piece,within,create,quality,gold,leather,wedding,sterling,way,unique,photo
Apple Card for Teacher  Teacher Gift  Teacher Appreciation Week  Best Selling Items  Shaker Card  Paper Handmade Cards  Teacher Thank You,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Eco sterling silver circle earrings  textured hoop minimalist jewelry  Best selling items handmade   Spring jewelry gift distance,31.51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Birthstone necklace   Personalized Gift   Initial Necklace   Gift for Her   Best Selling Item   Gold Necklace   May Birthstone Birthday,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OVERSIZED SQUARE Plaid Blanket Scarf  Winter scarf  Blanket Scarf women  Bridesmaid Scarf  best selling items  gift for her,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock star wood fridge magnet  boss day gift women  cancer survivor gift  galentines gift  birthday gift for bestie  best selling items,8.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Turquoise Blue Cultured Sea Glass Hair Barrette  Gift for her  Best Selling Items  Birthday Gift  Hair Accessory  Women s Hair ,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Customized Grandma heart purse charm grandchildren initials and birthstones   Personalized grandmother silver key ring  best selling items,15.25,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Soccer Sibling Shirt  Baseball Sibling  Baseball Brother  Best Selling Items  Funny Sibling Sports Shirt  Little Brother Little Sister,17.99,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Seafoam Green Sea Glass Hair Barrette for Women Birthday Gift  Hair Clip  Best Selling Item  gift under 20  Thick Hair Barrette,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Blue Sea Glass Stud Earrings for Women   Best friend gift  teacher gift  best selling item  birthday gift  gift under 25  beach glass,23,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GUAVA   STRAWBERRY   soy candles handmade   best selling items   mental health   self care   himalayan salt   anxiety   unique candles,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Glamping wine tumbler  Camping accessories  Glamping  gifts for her  Mothers day gift  best selling items  road trip cups,18.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gemini Zodiac Personalized Gift Gemini Constellation Best Selling Items Etsy Best Sellers Gemini Personality I Love Astrology,11.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12x12 painting mini canvas Wow art best selling items Beach gallery wall Marine life decor Nautical artwork  Laguna Beach cottage,103.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custom Branding Package FULL Top selling items  Custom watermark and Brand kit  Graphic designer Custom logo design branding,515.68,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Rescue dog mom GSP Mom shirt German shorthaired pointer mom dog mom shirt german shorthaired pointer mom shirt best selling items,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasper Pendant  Statement Necklace  Natural Stone Necklace  Best Selling Items  Maid of Honor Gift,30.95,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Gift for roomie  Personalized Picture  Digital download  Birthday gift  Gift Ideas  Best selling items  Digital Prints  Personalized Gift,14.76,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Playroom print  nursery wall decor  best selling items  kids poster  nursery print  kids wall art decor  Smile kids print  playroom poster,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Guitar keychain  bottle opener  mom gift  mom keychain  gift for her  personalized bottle opener  mom you rock   mom  Best Selling Item,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karma Card  Support Card for Friend  Sorry Card  Encouragement Gifts  Friendship Card  Best Selling Items  Bra Gifts  Underwear Gifts,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Zeta earrings L   Eco sterling silver half circle pins   Half moon earrings   14k gold   Best selling items handmade   Spring jewelry,69.31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
American Girl   Madame Alexander Afghan  any 16  or 18  doll    Americana   Hand Crocheted   Best Selling Item,19.89,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Butterfly wings pdf embroidery,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
CUSTOM Painting on Canvas by Matt Pecson Pop Art Painting from Photo Best Selling Items Personalized Gifts,300,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
Small 9k gold pins with cubic zirconia  9k yellow gold earrings  minimalist diamond studs  Best selling items handmade   Spring jewelry,88.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Custom Name Your name here Book Sculpture Name sculpture Folded book pages into Names Birthday gift Artfolds Best selling item Origami gift,70,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
Tye Dye hipster clothing  tie dye beach towel  woman Gift for Her  Boho Tie Dye  Best Selling Item  PIYOYO,44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I Love My Job Love My Job Funny Printable Wall Art Instant Download Office Decor Gift Coworker Gift Love Wall Decor Art Best Selling Items,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jewelry set  bird earrings  bird necklace  bird bracelet  Best selling items  Rose gold  Christmas gift  Gift for her ,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
Funny Christmas Cards  Inappropriate Christmas Card  Christmas Card Handmade  Best Selling Items  Handmade Holiday Cards  Funny Holiday Card,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A2 Custom Quote Printed Wall Art  Best Selling Items  Customised Print  Gifts for Home  House Warming Gift  Engagement Gift  Anniversary,71.64,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zada earrings   Eco sterling silver Small circle pins   Round studs   Best selling items handmade   Spring jewelry gift distance,31.51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mother of Pearl Black White Earrings Flower Earrings Sterling Silver  Best Selling Items Handmade Earrings  Mom Birthday Gift from Daughter,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Typography Print  Quote Prints  Wall Art Prints  Wall Decor  Motivational Poster  Best Friend Gift  Best Selling Items  Inspirational Poster,14.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fearfully and wonderfully made shirt  tween girl gifts  Christian gifts for girls  best selling items  faith t shirts for girls  bible verse,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Swarovski Baseball Cap Women   Sky Blue Cap  Trending Now  Best Selling Items  Baseball Mom  21st Birthday  New Era Mlb Hat  Sky Blue,87.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Simply Country Farmhouse Placemats    Country Cove    Set of 4   Hand Crocheted  13 x17  Country Cottage   Country Home   Best Selling Item,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Red Beige OVERSIZED SQUARE Plaid Blanket Scarf  Winter scarf  Blanket Scarf women  Bridesmaid Scarf  best selling items  gift for her,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scandinavian design  best selling item  nursery wall print  nursery decor  Double Trouble  nursery wall art  top selling item  kids decor,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Be Grateful Be Gracious  Motivational Decor Wall Decor Trending Art Prints Instant Download Printable Art Digital Prints Best Selling Items,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Positive Vibes are a Vibe T Shirt    Good Vibes Shirt    Best Selling Shirts    Best Seller    Best Selling Items,24.99,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Aries Birthday  Organic Tea Towel  Birthday Gift Idea  Astrology Gifts  March Birthday  April Birthday  Best Selling Items  Unpaper Towels,18,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Seafoam Green Cultured Sea Glass Lever Back Earrings for Women  Best Selling Items  Birthday Gift  Beach Glass  Contemporary Jewelry  Gift,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Always my Mother  Forever my Friend Picture Frame  Mother s Day Gift  Gift for Mom  Birthday Gift  Mother Picture Frame  Best Selling Items,29.99,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Top selling shops  Top selling Etsy  205 TOP Etsy sellers Knitting ,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Black White OVERSIZED SQUARE Plaid Blanket Scarf  Winter scarf  Blanket Scarf women  Bridesmaid Scarf  best selling items  gift for her,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Personalized Picture  Digital download  Birthday gift  Gift Ideas  Best selling items  Digital Prints  Personalized Gift  Printable Wall Art,14.76,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Wall art  Best selling items  nursery print  affiche scandinave  nursery decor  nursery wall print  When you wish  upon a star  kids decor,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Gift For Women  Sport Gift  Portrait from photo  Gift Ideas  Best selling items  Digital Prints  Personalized Gift  Printable Wall Art,14.76,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
Shaquille O Neal Poster  Sports Poster  NBA Poster  gift for men  gift for boyfriend  boys gift  lakers  bedroom poster  best selling item,24.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Red Rose Flower Earrings  Rose Earrings  Best Selling Items  Sterling Silver Earring  Red Rose Stud Earring  Gift For Godmother Raspberry,47.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4th of July T Shirt Skirt Women s Small Medium Size 4 6 8 Independence Day Hippie Skirt Best Selling Item Twinkle Skirts Twinklewear,55.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Mother s day gift  gift for mom  gift for boyfriend  gift for him  care package  best selling items  beeswax candle  beeswax  scented candle,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
Llama wall art  llama Print Alpaca Peekaboo  Pink Llama Nursery Decor  Llama Peekaboo  Kids Room Decor Ideas  Cactus Print Best Selling Item,2.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
petti gown cloud set  lashes baby set  over the top  baby shower gift  hospital set  baby girl gown  pageant outfit  coming home outfit,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rag Quilt Oversized Tote Bag   Handbag   Upcycled   Recycled Denim   Country Chic   Boho   Country Tote   Best Selling Item,48,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wholesale SMALL Single Velvet or Fabric Tree 6 5  Min 24 pieces  holiday centerpiece  Christmas decor  wholesale decor  best selling items,4.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Twin Peaks Neck Gaiter Face Mask David Lynch Laura Palmer Social Distancing Balaclava Neck Warmer Reusable Dust Mask Best Selling Items,35,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0
Crochet coasters  coffee coaster  top selling coasters  Best selling crochet items,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
True Crime Embroidery Design  Jeffrey Dahmer  Digital Download  Instant Download  Embroidery File  best selling items  saw embroidery design,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
Wolf Print  Wolf Art  Nature Print  Illustration  Hipster Print  Best Selling Item  Home Decor  Bedroom Print  Outdoor Poster  Modern Print,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Handmade bead brooch  a gift for mom  21th birthday gifts for women  pins  best selling items  bird of paradise  first mothers day,59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ladybug Dog Collar  Cute Dog Collar  Personalized Dog Collar  Dog Accessories  Best Selling Items  Pet Gift  Birthday Gifts For Dog Owners,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Zebra Print Weekender Bag Duffle Bag Gym Bag Goth Bag Weekend Bag Overnight Bag Dance Bag 80s Clothing Aesthetic Clothing Best Selling Items,100,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0
Printable Wall Art  Gift For Women  Digital download  Portrait from photo  Gift Ideas  Best selling items  Digital Prints  Personalized Gift,14.76,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
E PATTERN BOOK Rag Quilt Placemat Designs Vol  2 PDF Country Primitive  Country Cottage  Placemat Patterns Top Selling Best Selling Item,15.89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Best Selling Item Women s Large XL T Shirt Skirt Boho Hippie Skirt Size 10 12 14 Twinkle Skirts Best Selling Etsy Shop Twinklewear,64.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Quilted Heart in Heart Mug Rug   Small Candle Mat   Rag Fringed Borders   Country Cottage   Best Selling Item,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Folded book pages into Numbers 50 year old Milestone birthday Book sculpture Carved pages Paper craft Best selling item Gift for him Origami,75,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
Pablo Neruda Quote  Pablo Neruda Print  Printables  Poetry Wall Art  Home Decor  Simple Wall Art  Moon Print  Best Selling Items,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Respond to a Negative Review Template for Etsy Sellers,14.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebron James Poster  Sports Poster  NBA Poster  gift for men  gift for boyfriend  kids gift  lebron james  birthday gift  best selling item,8.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Personalized XOXO children purse charm with swarovski crystal birth stones  best selling items  custom family gift from children  mom gift,15.25,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Farmer Boy Tractor Shirt  Boy summer shirt  Farm Shirt for Boy  Tractor Toddler Boy Shirt  Best Selling Item  Doodle and Co  Farmer Shirt,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
SILVER SPIKE Earrings And Necklace Set  Edgy jewelry for women  best friend Birthday Gifts For her  best selling items  sister birthday gift,62.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Empath Protection    Carnelian and Black Tourmaline Bracelet    Aura and Negative Energy Protection    Reiki Jewelry    Healing Crystal Mala,108.98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Boho Top  Yoga Top  Yoga Wear  Crop Top  White Blouse  Romantic Blouse  White Crop Top  Summer Blouse  Casual Blouse  Best Selling Items,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
Solar quartz pins  quartz pins  statement earrings handmade   Gemstone earrings  Best selling items handmade   Mothers day gift for mom,75.61,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Oh happy day  Party squad  Alternative Birthday card  Birthday gift for  best selling items handmade   Spring jewelry gift distance,5.04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Sea Glass Stud Earrings  Best Selling Items  Birthday Gift  Graduation Gift  Contemporary Jewelry  Pink Sea Glass  Best Friend Gift,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NEW Summer Starbucks Cold Cup   Venti Cup   Cold Cup  LIMITED EDITION   Best Selling Items   Gift Ideas,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eco sterling silver Black bar earrings  14k gold studs geometric pins  Best selling items handmade   Spring jewelry gift distance,37.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
Eco sterling silver Heart earrings minimalist pins  small heart studs  Best selling items handmade   Spring jewelry gift distance,25.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Toddler Girl Unicorn Shirt Girl Unicorn Tee  Rose Gold Unicorn  Little Girl Clothes  Unicorn tShirt  Girl School Clothes  Best Selling Items,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Skull  tealight holder  halloween decor  gothic decor  gothic home decor  skull decor  glow in the dark  creepy decor  best selling items,25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Eco sterling silver geometric triangle pins tiny studs  Best selling items handmade   Spring jewelry gift distance,31.51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fall Colors Crochet Placemat  Country Farmhouse Kitchen Decor  Rectangle Cotton Place Mat  Best Selling Item  Fall Decorating  Autumn Decor,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickens wall art  Chickens print  Colorful chickens  Chickens Nursery Decor  Kids Room Decor Ideas  Pattern Print  Best Selling Item,8.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Spooning Since Your Initials And Date Engraved Spoon Best Selling Item 10th Anniversary Custom Engraved Boyfriend Gift Engraved Spoon,10.45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Dad Hat  Daddy  Father s Day  Dad  Best Selling Items  Trending Now  Dad Gift  New Dad  Embroidered  Baseball Cap  Father  Birthday Gift,17.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multicolor necklace  bar pendant  Rainbow necklace  Colorful necklaces  best selling items  lgbt pride  pride flag jewelry  Gift under 40,34,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
Gift For Women  Sport Gift  Portrait from photo  Gift Ideas  Best selling items  Digital Prints  Personalized Gift  Printable Wall Art,14.76,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
Rag Quilt Tote Bag   Handbag   Homespun Fabrics   Country Chic   Boho   Country Tote   Best Selling Item,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
